Abdominal Pain,Aggression,Bleeding Disorders,Bloody Stool,Chest Pain,Congested Lungs,Coughing,Dehydration,Depression,Diarrhea,Difficulty Breathing,Difficulty Swallowing,Drooling,Eye Discharge,Fever,Forceful Cough,Gagging,Hydrophobia,Itching,Jaundice,Lack of Coordination,Lethargy,Loss of Appetite,Muscle Spasms,Nasal Discharge,Pale Gums,Paralysis,Runny Nose,Seizures,Sensitivity to Light,Sneezing,Tender Abdomen,Thick Substance in Eyes,Vomiting,Weakness,Weight Loss,Severity,Priority,Illness,Confidence,Abdominal Pain_Stage,Aggression_Stage,Bleeding Disorders_Stage,Bloody Stool_Stage,Chest Pain_Stage,Congested Lungs_Stage,Coughing_Stage,Dehydration_Stage,Depression_Stage,Diarrhea_Stage,Difficulty Breathing_Stage,Difficulty Swallowing_Stage,Drooling_Stage,Eye Discharge_Stage,Fever_Stage,Forceful Cough_Stage,Gagging_Stage,Hydrophobia_Stage,Itching_Stage,Jaundice_Stage,Lack of Coordination_Stage,Lethargy_Stage,Loss of Appetite_Stage,Muscle Spasms_Stage,Nasal Discharge_Stage,Pale Gums_Stage,Paralysis_Stage,Runny Nose_Stage,Seizures_Stage,Sensitivity to Light_Stage,Sneezing_Stage,Tender Abdomen_Stage,Thick Substance in Eyes_Stage,Vomiting_Stage,Weakness_Stage,Weight Loss_Stage,Corneal Edema,Corneal Edema_Stage
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,1.5,Canine Parvovirus,0.93,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Early,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,High,1.4,Canine Parvovirus,0.92,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,Early,None,None,None,None,None,None,Early,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,,
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,High,1.6,Canine Parvovirus,0.91,Any Stage,None,None,Any Stage,None,None,None,None,None,Any Stage,None,None,None,None,Early,None,None,None,None,None,None,Early,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,1.5,Canine Parvovirus,0.89,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Early,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,,
1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,1.3,Canine Parvovirus,0.77,Any Stage,None,None,Any Stage,None,None,None,Late,None,Any Stage,None,None,None,None,Early,None,None,None,None,None,None,Early,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,,
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,1.3,Canine Parvovirus,0.77,None,None,None,Any Stage,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,,
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,High,1.5,Canine Parvovirus,0.85,None,None,None,None,None,None,None,Late,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Early,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,,
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,1.7,Canine Parvovirus,0.9,Any Stage,None,None,Any Stage,None,None,None,None,None,Any Stage,None,None,None,None,Early,None,None,None,None,None,None,Early,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,,
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Low,1.5,Canine Parvovirus,0.95,Any Stage,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,Early,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,1.5,Canine Parvovirus,0.83,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,High,1.4,Rabies,0.82,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,Late,None,None,None,None,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.4,Rabies,0.85,None,Any Stage,None,None,None,None,None,None,Any Stage,None,Late,None,None,None,Early,None,None,Late,None,None,Late,Any Stage,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.6,Rabies,0.86,None,Any Stage,None,None,None,None,None,None,None,None,Late,None,None,None,Early,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.5,Rabies,0.94,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,Late,None,None,Late,Any Stage,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,High,1.7,Rabies,0.91,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,High,1.4,Rabies,0.89,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,Late,None,None,Early,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,1.4,Rabies,0.88,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,None,None,Any Stage,Any Stage,None,None,None,Late,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.5,Rabies,0.89,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,Late,None,None,None,Any Stage,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,High,1.7,Rabies,0.84,None,Any Stage,None,None,None,None,None,None,None,None,None,Late,None,None,Early,None,None,Late,None,None,Late,None,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Low,1.5,Rabies,0.78,None,Any Stage,None,None,None,None,None,None,None,None,None,Late,Any Stage,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Low,1.4,Rabies,0.82,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,Late,None,None,Late,Any Stage,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,High,1.5,Rabies,0.85,None,Any Stage,None,None,None,None,None,None,None,None,None,Late,Any Stage,None,Early,None,None,None,None,None,Late,Any Stage,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,High,1.4,Rabies,0.8,None,Any Stage,None,None,None,None,None,None,None,None,None,Late,Any Stage,None,Early,None,None,None,None,None,Late,Any Stage,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Medium,1.5,Rabies,0.83,None,Any Stage,None,None,None,None,None,None,None,None,Late,Late,None,None,None,None,None,None,None,None,Late,Any Stage,None,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,High,1.6,Rabies,0.79,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,Late,None,None,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,1.5,Rabies,0.81,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,Late,None,None,None,None,None,None,None,,
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Low,1.4,Rabies,0.84,None,None,None,None,None,None,None,None,Any Stage,None,Late,None,Any Stage,None,Early,None,None,Late,None,None,Late,Any Stage,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Medium,1.7,Rabies,0.78,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,Late,None,None,Early,None,None,None,None,None,Late,None,None,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,High,1.6,Rabies,0.76,None,Any Stage,None,None,None,None,None,None,None,None,Late,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Low,1.5,Rabies,0.8,None,Any Stage,None,None,None,None,None,None,None,None,Late,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,High,1.5,Rabies,0.83,None,Any Stage,None,None,None,None,None,None,None,None,Late,Late,None,None,Early,None,None,Late,None,None,None,Any Stage,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.5,Rabies,0.79,None,Any Stage,None,None,None,None,None,None,None,None,None,Late,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Low,1.4,Rabies,0.81,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Low,1.6,Rabies,0.8,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,Late,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.7,Rabies,0.86,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,None,Late,None,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,Low,1.6,Rabies,0.94,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,Any Stage,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.4,Rabies,0.84,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,High,1.5,Rabies,0.76,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.6,Rabies,0.82,None,None,None,None,None,None,None,None,None,None,Late,Late,Any Stage,None,None,None,None,None,None,None,Late,None,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,High,1.7,Rabies,0.85,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Low,1.5,Rabies,0.75,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Late,None,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.4,Rabies,0.94,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,1.7,Rabies,0.79,None,Any Stage,None,None,None,None,None,None,None,None,Late,None,None,None,Early,None,None,Late,None,None,Late,Any Stage,Any Stage,None,None,None,None,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Medium,1.6,Rabies,0.87,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,None,Any Stage,None,None,None,None,Late,None,None,None,Any Stage,None,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Low,1.4,Rabies,0.95,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,High,1.4,Rabies,0.82,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.4,Rabies,0.85,None,Any Stage,None,None,None,None,None,None,None,None,None,Late,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,High,1.7,Rabies,0.82,None,Any Stage,None,None,None,None,None,None,Any Stage,None,None,None,Any Stage,None,None,None,None,None,None,None,Late,Any Stage,None,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Low,1.5,Rabies,0.76,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,Late,None,Any Stage,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Low,1.7,Rabies,0.89,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Medium,1.8,Rabies,0.78,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,Late,None,None,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.4,Rabies,0.84,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,Late,None,None,None,None,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Low,1.3,Rabies,0.9,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,1.3,Rabies,0.79,None,Any Stage,None,None,None,None,None,None,None,None,Late,None,Any Stage,None,None,None,None,Late,None,None,None,Any Stage,None,None,None,None,None,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,1.7,Rabies,0.76,None,Any Stage,None,None,None,None,None,None,None,None,None,Late,Any Stage,None,Early,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,None,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.7,Rabies,0.91,None,Any Stage,None,None,None,None,None,None,None,None,Late,Late,None,None,Early,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,Medium,1.6,Rabies,0.92,None,Any Stage,None,None,None,None,None,None,None,None,None,Late,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Low,1.6,Rabies,0.95,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,Late,Late,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,1.7,Rabies,0.94,None,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,Late,Any Stage,Any Stage,None,None,None,None,None,Late,None,None,None,None,None,None,None,,
0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Medium,1.4,Rabies,0.77,None,Any Stage,None,None,None,None,None,None,Any Stage,None,Late,None,Any Stage,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,Late,None,Late,None,None,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Low,1.6,Canine Minute Virus,0.88,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Late,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,High,1.8,Canine Minute Virus,0.9,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Late,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,1.6,Canine Minute Virus,0.79,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Medium,1.5,Canine Minute Virus,0.76,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Late,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,1.7,Canine Minute Virus,0.76,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,High,1.5,Canine Minute Virus,0.95,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Late,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Medium,1.6,Canine Minute Virus,0.85,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Late,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Medium,1.7,Canine Minute Virus,0.93,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Late,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,1.7,Canine Minute Virus,0.86,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Low,1.4,Canine Minute Virus,0.88,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Late,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.4,Canine Minute Virus,0.77,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Medium,1.6,Canine Minute Virus,0.85,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Late,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,High,1.5,Canine Minute Virus,0.94,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Late,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Medium,1.7,Canine Minute Virus,0.82,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Late,,
